school,state,county,city,lat,lon
RICHARDSON WEST J H,tx,dallas,RICHARDSON,32.956314,-96.761633
RICHEY ACADEMY,tx,harris,HOUSTON,29.99968,-95.418581
RICHEY EL,tx,harris,PASADENA,29.7038,-95.220743
RICHLAND,tx,tarrant,NORTH RICHLAND HILLS,32.841749,-97.229645
RICHLAND COLLEGIATE H S OF MATH,tx,dallas,DALLAS,32.920933,-96.735308
RICHLAND EL,tx,tarrant,RICHLAND HILLS,32.80736,-97.23164
RICHLAND EL,tx,dallas,RICHARDSON,32.932395,-96.726952
RICHLAND MIDDLE,tx,tarrant,RICHLAND HILLS,32.811786,-97.217863
RICHLAND SPRINGS SCHOOL,tx,san saba,RICHLAND SPRINGS,31.270074,-98.952383
RICHTER EL,tx,liberty,DAYTON,30.061378,-94.896968
RICK HAWKINS,tx,bexar,SAN ANTONIO,29.488281,-98.513966
RICK SCHNEIDER MIDDLE,tx,harris,HOUSTON,29.647332,-95.250394
RICKEY C BAILEY MIDDLE,tx,harris,SPRING,30.068914,-95.365296
RIDDLE EL,tx,collin,PLANO,33.089823,-96.789249
RIDE EL,tx,montgomery,THE WOODLANDS,30.167843,-95.499502
RIDER,tx,wichita,WICHITA FALLS,33.862402,-98.56869
RIDGE CREEK EL,tx,harris,HUMBLE,29.941512,-95.211523
RIDGE POINT,tx,fort bend,MISSOURI CITY,29.48375,-95.515071
RIDGECREST EL,tx,randall,AMARILLO,35.172369,-101.898059
RIDGECREST EL,tx,harris,HOUSTON,29.809847,-95.49368
RIDGEGATE EL,tx,fort bend,HOUSTON,29.595144,-95.475407
RIDGEMONT EL,tx,fort bend,HOUSTON,29.589882,-95.460265
RIDGETOP EL,tx,travis,AUSTIN,30.311789,-97.716509
RIDGEVIEW EL,tx,tarrant,KELLER,32.96087,-97.240911
RIDGEVIEW EL,tx,bexar,SAN ANTONIO,29.512782,-98.492623
RIDGEVIEW MIDDLE,tx,williamson,ROUND ROCK,30.499891,-97.624954
RIDGEWOOD EL,tx,jefferson,PORT NECHES,29.966822,-93.965471
RIDGLEA HILLS EL,tx,tarrant,FORT WORTH,32.705017,-97.427342
RIESEL SCHOOL,tx,mclennan,RIESEL,31.476844,-96.915095
RINGGOLD EL,tx,starr,RIO GRANDE CITY,26.376367,-98.807994
RINGGOLD MIDDLE,tx,starr,RIO GRANDE CITY,26.39129,-98.854194
RIO BRAVO MIDDLE,tx,el paso,EL PASO,31.714305,-106.356967
RIO GRANDE CITY,tx,starr,RIO GRANDE CITY,26.407631,-98.762724
RIO GRANDE CITY CISD GRULLA,tx,starr,RIO GRANDE CITY,26.317578,-98.666945
RIO HONDO,tx,cameron,RIO HONDO,26.237315,-97.580949
RIO HONDO EL,tx,cameron,RIO HONDO,26.241931,-97.58035
RIO HONDO INT,tx,cameron,RIO HONDO,26.240182,-97.580917
RIO HONDO J H,tx,cameron,RIO HONDO,26.2394,-97.581229
RIO VISTA,tx,johnson,RIO VISTA,32.228783,-97.372694
RIO VISTA EL,tx,johnson,RIO VISTA,32.230266,-97.375159
RIO VISTA HEAD START,tx,tom green,SAN ANGELO,31.4327,-100.44
RIO VISTA ISD JJAEP,tx,johnson,CLEBURNE,32.37308,-97.386841
RIO VISTA MIDDLE,tx,johnson,RIO VISTA,32.230519,-97.373991
RIOJAS EL,tx,travis,PFLUGERVILLE,30.46747,-97.567801
RIPLEY HOUSE CHARTER SCHOOL,tx,harris,HOUSTON,29.75207,-95.32717
RIPLEY HOUSE MIDDLE CAMPUS,tx,harris,HOUSTON,29.75153,-95.328771
RISD ACAD,tx,dallas,DALLAS,32.935212,-96.768199
RISE ACADEMY,tx,lubbock,LUBBOCK,33.60084,-101.819081
RISING SCHOLARS ACADEMY OF SOUTH,tx,cameron,SAN BENITO,26.157737,-97.660545
RISING STAR,tx,eastland,RISING STAR,32.105166,-98.964688
RISING STAR EL,tx,eastland,RISING STAR,32.103939,-98.96575
RITA DRABEK EL,tx,fort bend,SUGAR LAND,29.649822,-95.644156
RITA SMITH EL,tx,collin,WYLIE,33.047326,-96.572317
RIVER OAKS EL,tx,harris,HOUSTON,29.74733,-95.42087
RIVER OAKS EL,tx,travis,AUSTIN,30.408748,-97.687098
RIVER PINES EL,tx,harris,HUMBLE,29.969588,-95.243253
RIVER PLACE EL,tx,travis,AUSTIN,30.390036,-97.845224
RIVER RIDGE EL,tx,travis,AUSTIN,30.346,-97.917031
RIVER ROAD,tx,potter,AMARILLO,35.30773,-101.832972
RIVER ROAD MIDDLE,tx,potter,AMARILLO,35.307411,-101.83321
RIVER TRAILS EL,tx,tarrant,FORT WORTH,32.797739,-97.187198
RIVER VALLEY INT,tx,mclennan,WACO,31.49406,-97.298411
RIVERA EARLY COLLEGE,tx,cameron,BROWNSVILLE,25.940247,-97.41629
RIVERA EL,tx,denton,DENTON,33.208215,-97.115939
RIVERA EL,tx,el paso,EL PASO,31.843055,-106.534225
RIVERCHASE ELE,tx,dallas,COPPELL,32.964108,-96.957785
RIVERCREST,tx,red river,BOGATA,33.471798,-95.220646
RIVERCREST EL,tx,red river,BOGATA,33.471687,-95.220755
RIVERCREST J H,tx,red river,BOGATA,33.471707,-95.220729
RIVERSIDE,tx,el paso,EL PASO,31.733811,-106.372636
RIVERSIDE APPLIED LRN CTR,tx,tarrant,FORT WORTH,32.803275,-97.295684
RIVERSIDE MIDDLE,tx,tarrant,FORT WORTH,32.78186,-97.29924
RIVERSIDE MIDDLE,tx,el paso,EL PASO,31.733255,-106.377809
RIVERSIDE PARK EL,tx,bexar,SAN ANTONIO,29.388573,-98.482322
RIVERWOOD MIDDLE,tx,harris,KINGWOOD,30.060291,-95.156074
RJ RICHEY EL,tx,burnet,BURNET,30.770426,-98.224896
ROACH EL,tx,dallas,GARLAND,32.867214,-96.655052
ROACH MIDDLE,tx,collin,FRISCO,33.181682,-96.75173
ROAN FOREST EL,tx,bexar,SAN ANTONIO,29.653124,-98.439487
ROANOKE EL,tx,denton,ROANOKE,33.02,-97.219581
ROARK EL,tx,tarrant,ARLINGTON,32.731386,-97.065678
ROBB EL,tx,uvalde,UVALDE,29.199071,-99.788329
ROBBIE E HOWARD J H,tx,ellis,WAXAHACHIE,32.40453,-96.815661
ROBBIN E L WASHINGTON EL,tx,el paso,EL PASO,31.79678,-106.324011
ROBERT B GREEN EL,tx,bexar,SAN ANTONIO,29.399343,-98.484006
ROBERT B SEWELL EL,tx,dallas,SACHSE,32.957256,-96.581718
ROBERT C ZAMORA MIDDLE,tx,bexar,SAN ANTONIO,29.339832,-98.544243
ROBERT CRIPPEN EL,tx,montgomery,PORTER,30.13337,-95.28964
ROBERT DRISCOLL JR EL,tx,nueces,ROBSTOWN,27.797261,-97.668886
ROBERT E LEE,tx,smith,TYLER,32.30113,-95.296858
ROBERT E LEE EL,tx,dallas,DALLAS,32.824415,-96.766266
ROBERT E LEE EL,tx,dallas,GRAND PRAIRIE,32.74052,-96.998631
ROBERT E LEE ELEMENTARY,tx,maverick,EAGLE PASS,28.70399,-100.501089
ROBERT E LEE INT,tx,cooke,GAINESVILLE,33.648135,-97.132994
ROBERT F HUNT EL,tx,upshur,DIANA,32.70989,-94.762081
ROBERT F KENNEDY PRE-K CENTER,tx,el paso,EL PASO,31.692723,-106.329989
ROBERT G COLE MIDDLE/HIGH SCHOOL,tx,bexar,SAN ANTONIO,29.479051,-98.419704
ROBERT H ROCKENBAUGH EL,tx,tarrant,SOUTHLAKE,32.937708,-97.142662
ROBERT KING EL,tx,harris,KATY,29.799144,-95.786351
ROBERT L PUSTER EL,tx,collin,FAIRVIEW,33.15291,-96.624061
ROBERT LEE,tx,coke,ROBERT LEE,31.90143,-100.487065
ROBERT LEE EL,tx,coke,ROBERT LEE,31.90143,-100.487065
ROBERT M SHOEMAKER,tx,bell,KILLEEN,31.102705,-97.796817
ROBERT P BRABHAM MIDDLE,tx,montgomery,WILLIS,30.392377,-95.503793
ROBERT R ROJAS EL,tx,el paso,EL PASO,31.6331,-106.253158
ROBERT R VELA,tx,hidalgo,EDINBURG,26.274878,-98.159644
ROBERT T HILL MIDDLE,tx,dallas,DALLAS,32.85659,-96.704503
ROBERT TURNER COLLEGE AND CAREER,tx,brazoria,PEARLAND,29.53275,-95.293311
ROBERTA TIPPS EL,tx,tarrant,MANSFIELD,32.607589,-97.136269
ROBERTA WRIGHT RYLANDER EL,tx,fort bend,KATY,29.742075,-95.791651
ROBERTS EL,tx,matagorda,BAY CITY,28.968607,-95.974948
ROBERTS EL,tx,el paso,EL PASO,31.852218,-106.577008
ROBERTS EL,tx,harris,HOUSTON,29.711651,-95.411869
ROBERTS EL,tx,lubbock,LUBBOCK,33.521918,-101.852103
ROBERTS EL,tx,cameron,SAN BENITO,26.140163,-97.634221
ROBERTS ROAD EL,tx,harris,HOCKLEY,30.023933,-95.813459
ROBERTSON EL,tx,denton,LITTLE ELM,33.19238,-96.893811
ROBINSON,tx,mclennan,ROBINSON,31.46195,-97.121801
ROBINSON EL,tx,harris,KATY,29.835274,-95.729472
ROBINSON EL,tx,harris,HOUSTON,29.789917,-95.212697
ROBINSON EL,tx,mclennan,ROBINSON,31.48026,-97.122611
ROBINSON INT,tx,mclennan,ROBINSON,31.464824,-97.122268
ROBINSON J H,tx,mclennan,ROBINSON,31.465847,-97.120157
ROBINSON MIDDLE,tx,collin,PLANO,33.06423,-96.780247
ROBINSON PRI,tx,mclennan,ROBINSON,31.47694,-97.123701
ROBISON EL,tx,harris,CYPRESS,29.971875,-95.686049
ROBSTOWN,tx,nueces,ROBSTOWN,27.801235,-97.676748
ROBY,tx,fisher,ROBY,32.74304,-100.37894
ROBY EL,tx,fisher,ROBY,32.74304,-100.37894
ROCHELLE SCHOOL,tx,mcculloch,ROCHELLE,31.223,-99.2053
ROCK PRAIRIE EL,tx,brazos,COLLEGE STATION,30.576429,-96.305518
ROCK SPRINGS,tx,williamson,GEORGETOWN,30.60617,-97.673161
ROCKBROOK EL,tx,denton,LEWISVILLE,32.995513,-96.979134
ROCKDALE,tx,milam,ROCKDALE,30.67353,-97.003961
ROCKDALE,tx,milam,ROCKDALE,30.651977,-97.017393
ROCKDALE EL,tx,milam,ROCKDALE,30.655087,-97.009198
ROCKDALE INT,tx,milam,ROCKDALE,30.64469,-97.043791
ROCKDALE J H,tx,milam,ROCKDALE,30.658183,-97.017567
ROCKPORT-FULTON,tx,aransas,ROCKPORT,28.04139,-97.04492
ROCKPORT-FULTON MIDDLE,tx,aransas,ROCKPORT,28.045312,-97.045723
ROCKSPRINGS,tx,edwards,ROCKSPRINGS,30.016801,-100.204883
ROCKWALL,tx,rockwall,ROCKWALL,32.904942,-96.458371
ROCKWALL-HEATH,tx,rockwall,HEATH,32.84624,-96.472381
ROCKWALL QUEST ACADEMY,tx,rockwall,ROCKWALL,32.935709,-96.447934
RODEO PALMS J H,tx,brazoria,MANVEL,29.506839,-95.41109
RODERICK R PAIGE EL,tx,harris,HOUSTON,29.82713,-95.33894
RODGER & ELLEN BECK J H,tx,fort bend,KATY,29.72007,-95.753397
RODOLFO C CENTENO EL,tx,webb,LAREDO,27.452263,-99.466337
RODOLFO RUDY SILVA JR EL,tx,hidalgo,WESLACO,26.197898,-98.002477
RODOLFO TORRES EL,tx,victoria,VICTORIA,28.8027,-96.959301
RODRIGUEZ EL,tx,travis,AUSTIN,30.200525,-97.747035
RODRIGUEZ EL,tx,harris,HOUSTON,29.718682,-95.477934
RODRIGUEZ EL,tx,bexar,SAN ANTONIO,29.425043,-98.538612
ROEL A & CELIA R SAENZ EL,tx,starr,ROMA,26.412181,-98.997181
ROGENE WORLEY MIDDLE,tx,tarrant,MANSFIELD,32.575563,-97.138356
ROGER E SIDES EL,tx,karnes,KARNES CITY,28.88684,-97.898485
ROGER Q MILLS EL,tx,dallas,DALLAS,32.732648,-96.802289
ROGERS,tx,bell,ROGERS,30.932405,-97.22737
ROGERS EL,tx,potter,AMARILLO,35.224831,-101.816662
ROGERS EL,tx,bell,ROGERS,30.923812,-97.223575
ROGERS EL,tx,bexar,SAN ANTONIO,29.472926,-98.503375
ROGERS ELEMENTARY,tx,collin,FRISCO,33.165698,-96.810905
ROGERS MIDDLE,tx,brazoria,PEARLAND,29.550916,-95.329212
ROGERS MIDDLE,tx,bell,ROGERS,30.929404,-97.231
ROGERS MIDDLE,tx,bexar,SAN ANTONIO,29.367285,-98.426621
ROLAND REYNOLDS EL,tx,robertson,FRANKLIN,31.028108,-96.483421
ROLLING HILLS EL,tx,dallas,LANCASTER,32.596935,-96.813998
ROLLING HILLS EL,tx,potter,AMARILLO,35.295235,-101.870521
ROLLING MEADOWS EL,tx,bexar,SAN ANTONIO,29.596524,-98.34239
ROMA,tx,starr,ROMA,26.443172,-99.026311
ROMA MIDDLE,tx,starr,ROMA,26.443354,-99.026345
ROMULO D MARTINEZ EL,tx,hidalgo,MISSION,26.204524,-98.280266
RONALD E MCNAIR EL,tx,dallas,DALLAS,32.65618,-96.863271
RONALD E MCNAIR MIDDLE,tx,bexar,ATASCOSA,29.27638,-98.720862
RONALD REAGAN EL,tx,williamson,CEDAR PARK,30.51375,-97.796531
RONALD W REAGAN MIDDLE,tx,dallas,GRAND PRAIRIE,32.660745,-96.994007
ROOSEVELT,tx,bexar,SAN ANTONIO,29.509556,-98.389405
ROOSEVELT,tx,lubbock,LUBBOCK,33.582961,-101.674734
ROOSEVELT-WILSON EL,tx,galveston,TEXAS CITY,29.399635,-94.898779
ROOSEVELT ALEXANDER EL,tx,fort bend,KATY,29.712074,-95.765457
ROOSEVELT ALTERNATIVE SCHOOL,tx,hidalgo,MISSION,26.208358,-98.323009
ROOSEVELT EL,tx,bexar,SAN ANTONIO,29.436389,-98.562679
ROOSEVELT EL,tx,harris,HOUSTON,29.818288,-95.373505
ROOSEVELT EL,tx,hidalgo,MCALLEN,26.1641,-98.255462
ROOSEVELT EL,tx,lubbock,LUBBOCK,33.582961,-101.674734
ROOSEVELT J H,tx,lubbock,LUBBOCK,33.582961,-101.674734
ROOSTER SPRINGS EL,tx,hays,AUSTIN,30.192173,-97.982914
ROPES SCHOOL,tx,hockley,ROPESVILLE,33.412696,-102.153088
ROQUE GUERRA JR EL,tx,starr,RIO GRANDE CITY,26.380875,-98.82985
ROQUEMORE EL,tx,tarrant,ARLINGTON,32.764279,-97.107654
ROSA PARKS EL,tx,fort bend,FRESNO,29.548712,-95.485565
ROSA PARKS/MILLBROOK EL,tx,dallas,LANCASTER,32.597322,-96.797725
ROSCOE COLLEGIATE,tx,nolan,ROSCOE,32.438486,-100.541688
ROSCOE EL,tx,nolan,ROSCOE,32.437916,-100.541061
ROSE GARDEN EL,tx,bexar,UNIVERSAL CITY,29.554264,-98.288819
ROSE HAGGAR EL,tx,collin,DALLAS,32.995037,-96.804749
ROSEBUD-LOTT,tx,falls,LOTT,31.139078,-97.00668
ROSEBUD-LOTT ACADEMY,tx,falls,MARLIN,31.310689,-96.89542
ROSEBUD-LOTT DAEP,tx,falls,MARLIN,31.310689,-96.89542
ROSEBUD-LOTT LEARNING CENTER,tx,falls,MARLIN,31.310689,-96.89542
ROSEBUD-LOTT MIDDLE,tx,falls,LOTT,31.139078,-97.00668
ROSEBUD PRI,tx,falls,ROSEBUD,31.068898,-96.975937
ROSEDALE,tx,travis,AUSTIN,30.319874,-97.740214
ROSEHILL EL,tx,harris,TOMBALL,30.083244,-95.703177
ROSEMEADE EL,tx,denton,CARROLLTON,33.007375,-96.905648
ROSEMONT 6TH GRADE,tx,tarrant,FORT WORTH,32.691337,-97.353351
ROSEMONT EL,tx,dallas,DALLAS,32.751706,-96.846871
ROSEMONT MIDDLE,tx,dallas,DALLAS,32.75167,-96.847341
ROSEMONT MIDDLE,tx,tarrant,FORT WORTH,32.683825,-97.342755
ROSEMONT PARK EL,tx,tarrant,FORT WORTH,32.686279999999996,-97.305601
ROSEMONT PRI SCHOOL-CHRIS V SEMO,tx,dallas,DALLAS,32.752291,-96.850102
ROSENBERG EL,tx,galveston,GALVESTON,29.306077,-94.778494
ROSENDO BENAVIDES EL,tx,hidalgo,SULLIVAN CITY,26.30463,-98.558101
ROSEWOOD HEAD START,tx,wichita,WICHITA FALLS,33.912329,-98.475721
ROSIE SORRELLS EDUCATION AND SOC,tx,dallas,DALLAS,32.752207,-96.806882
ROSITA VALLEY ELEMENTARY,tx,maverick,EAGLE PASS,28.636659,-100.428219
ROSITA VALLEY LITERACY ACADEMY,tx,maverick,EAGLE PASS,28.636659,-100.428219
ROSS EL,tx,ector,ODESSA,31.892547,-102.372471
ROSS EL,tx,harris,HOUSTON,29.801034,-95.341267
ROSS MIDDLE,tx,el paso,EL PASO,31.790149,-106.413722
ROSS MIDDLE,tx,bexar,SAN ANTONIO,29.457358,-98.601728
ROSS STERLING MIDDLE,tx,harris,HUMBLE,29.98441,-95.248579
ROTAN,tx,fisher,ROTAN,32.852744,-100.464446
ROTAN EL,tx,fisher,ROTAN,32.852744,-100.464446
ROTAN J H,tx,fisher,ROTAN,32.852744,-100.464446
ROTH EL,tx,harris,SPRING,30.066545,-95.490544
ROUND ROCK,tx,williamson,ROUND ROCK,30.510081,-97.700901
ROUND ROCK OPPORT CTR DAEP,tx,williamson,ROUND ROCK,30.546901,-97.675801
ROUND TOP-CARMINE,tx,fayette,CARMINE,30.143919,-96.68137
ROUND TOP-CARMINE EL,tx,fayette,ROUND TOP,30.072335,-96.695088
ROUSE,tx,williamson,LEANDER,30.57014,-97.818231
ROWE,tx,hidalgo,MC ALLEN,26.227331,-98.261031
ROWE LANE EL,tx,travis,PFLUGERVILLE,30.477512,-97.562855
ROWLAND EL,tx,victoria,VICTORIA,28.842264,-96.980531
ROWLETT,tx,dallas,ROWLETT,32.902184,-96.554057
ROWLETT EL,tx,dallas,ROWLETT,32.892063,-96.575379
ROXTON ISD,tx,lamar,ROXTON,33.552048,-95.728084
ROY BENAVIDEZ EL,tx,bexar,SAN ANTONIO,29.339866,-98.548706
ROY CISNEROS EL,tx,bexar,SAN ANTONIO,29.438647,-98.549758
ROY J WOLLAM EL,tx,galveston,SANTA FE,29.39313,-95.106102
ROY JOHNSON SIXTH GRADE CAMPUS,tx,tarrant,FORT WORTH,32.62283,-97.303021
ROY LEE WALKER EL,tx,collin,MCKINNEY,33.17567,-96.67252
ROY MAAS YOUTH ALTERNATIVES/THE,tx,bexar,SAN ANTONIO,29.488863,-98.526463
ROY MILLER H S AND METRO SCHOOL,tx,nueces,CORPUS CHRISTI,27.795056,-97.422654
ROY P BENAVIDEZ EL,tx,dallas,DALLAS,32.797333,-96.786775
ROYAL,tx,waller,BROOKSHIRE,29.80277,-95.969491
ROYAL ACADEMIC ACADEMY,tx,waller,BROOKSHIRE,29.80831,-95.969121
ROYAL EARLY CHILDHOOD CENTER,tx,waller,BROOKSHIRE,29.806836,-95.970295
ROYAL EARLY COLLEGE,tx,waller,BROOKSHIRE,29.809968,-95.96645
ROYAL EL,tx,waller,BROOKSHIRE,29.80398,-95.969563
ROYAL J H,tx,waller,BROOKSHIRE,29.809968,-95.96645
ROYAL RIDGE EL,tx,bexar,SAN ANTONIO,29.534919,-98.370661
ROYALWOOD EL,tx,harris,HOUSTON,29.835727,-95.189368
ROYSE CITY,tx,hunt,ROYSE CITY,32.974033,-96.292017
ROYSE CITY MIDDLE,tx,collin,ROYSE CITY,32.98565,-96.321991
RT BARRERA EL,tx,starr,ROMA,26.422426,-98.932088
RUBEN C RODRIGUEZ EL,tx,hidalgo,EDCOUCH,26.294003,-97.951369
RUBEN CHAVIRA EL,tx,val verde,DEL RIO,29.344601,-100.864488
RUBEN HINOJOSA EL,tx,hidalgo,MERCEDES,26.146486,-97.899451
RUBEN HINOJOSA EL,tx,hidalgo,MISSION,26.170155,-98.285563
RUBY YOUNG EL,tx,dallas,DESOTO,32.600908,-96.866811
RUCKER EL,tx,harris,HOUSTON,29.694167,-95.241811
RUDDER MIDDLE,tx,bexar,SAN ANTONIO,29.539293,-98.616719
RUFINO MENDOZA SR EL,tx,tarrant,FORT WORTH,32.774196,-97.35427
RUFUS C BURLESON EL,tx,dallas,DALLAS,32.719395,-96.713031
RUGEL EL,tx,dallas,MESQUITE,32.784728,-96.637901
RUIZ EL,tx,webb,LAREDO,27.483202,-99.455876
RULE SCHOOL,tx,haskell,RULE,33.190149,-99.892504
RUMMEL CREEK EL,tx,harris,HOUSTON,29.774347,-95.57041
RUNGE,tx,karnes,RUNGE,28.888801,-97.711098
RUNGE EL,tx,karnes,RUNGE,28.888801,-97.711098
RUNN EL,tx,hidalgo,DONNA,26.076824,-98.061961
RUNNING BRUSHY MIDDLE,tx,williamson,CEDAR PARK,30.530944,-97.860584
RUNYAN EL,tx,montgomery,CONROE,30.295411,-95.437369
RUSH EL,tx,lubbock,LUBBOCK,33.583524,-101.913566
RUSK,tx,cherokee,RUSK,31.781633,-95.143978
RUSK EL,tx,el paso,EL PASO,31.809088,-106.454062
RUSK EL,tx,midland,MIDLAND,32.010686,-102.134054
RUSK EL,tx,cherokee,RUSK,31.799317,-95.148191
RUSK INTERMEDIATE,tx,cherokee,RUSK,31.784875,-95.132812
RUSK J H,tx,cherokee,RUSK,31.803102,-95.15056
RUSK PRIMARY,tx,cherokee,RUSK,31.780122,-95.143256
RUSSELL EL,tx,cameron,BROWNSVILLE,25.92361,-97.514531
RUSSELL P SCHUPMANN EL,tx,ellis,GLENN HEIGHTS,32.531908,-96.849979
RUSTIC OAK EL,tx,brazoria,PEARLAND,29.534927,-95.233248
RUTH BARRON EL,tx,travis,PFLUGERVILLE,30.422557,-97.639107
RUTH CHERRY INT,tx,collin,ROYSE CITY,32.987168,-96.324271
RUTHERFORD EL,tx,dallas,MESQUITE,32.751836,-96.57616
RUTLEDGE EL,tx,williamson,AUSTIN,30.49792,-97.79333
RYAN,tx,denton,DENTON,33.211542,-97.075864
RYAN EL,tx,denton,DENTON,33.160379,-97.135387
RYAN EL,tx,webb,LAREDO,27.516068,-99.471612
S AND S CONS,tx,grayson,SADLER,33.677343,-96.849917
S AND S CONS EL,tx,grayson,SOUTHMAYD,33.630608,-96.765688
S AND S CONS MIDDLE,tx,grayson,SADLER,33.680726,-96.848661
S C LEE J H,tx,coryell,COPPERAS COVE,31.145782,-97.906719
S F AUSTIN EL,tx,brazoria,JONES CREEK,28.966036,-95.464591
S GARLAND,tx,dallas,GARLAND,32.872907,-96.6182
S GUS ALEXANDER JR EL,tx,dallas,DUNCANVILLE,32.624353,-96.920385
S H CROWLEY INT,tx,tarrant,FORT WORTH,32.589013,-97.379574
S S CONNER EL,tx,dallas,DALLAS,32.808082,-96.695046
S S DILLOW EL,tx,tarrant,FORT WORTH,32.722601,-97.265339
S/SGT MICHAEL P BARRERA VETERANS,tx,bexar,VON ORMY,29.208519,-98.588358
SABINAL,tx,uvalde,SABINAL,29.326395,-99.472076
SABINAL EL,tx,uvalde,SABINAL,29.325384,-99.47323
SABINAL MIDDLE,tx,uvalde,SABINAL,29.326395,-99.472076
SABINE,tx,gregg,GLADEWATER,32.446246,-94.951818
SABINE EL,tx,gregg,KILGORE,32.43395,-94.933511
SABINE ISD DAEP,tx,gregg,WHITE OAK,32.53158,-94.860931
SABINE MIDDLE,tx,gregg,GLADEWATER,32.446246,-94.951818
SABINE PASS SCHOOL,tx,jefferson,SABINE PASS,29.730038,-93.897496
SACHSE,tx,dallas,SACHSE,32.96145,-96.586641
SADLER MEANS YWLA,tx,travis,AUSTIN,30.31361,-97.681101
SAEGERT EL,tx,bell,KILLEEN,31.061865,-97.72785
SAENZ EL,tx,jim wells,ALICE,27.742924,-98.081779
SAGAMORE HILL EL,tx,tarrant,FORT WORTH,32.736605,-97.255891
SAGELAND EL,tx,el paso,EL PASO,31.746334,-106.349771
SAGINAW,tx,tarrant,SAGINAW,32.8526,-97.3454
SAGINAW EL,tx,tarrant,SAGINAW,32.858347,-97.36808
SAIGLING EL,tx,collin,PLANO,33.034811,-96.762331
SAINT JO,tx,montague,SAINT JO,33.690885,-97.522223
SAINT JO EL,tx,montague,SAINT JO,33.691356,-97.521429
SAISD - PK 4 SA,tx,bexar,SAN ANTONIO,29.406894,-98.414291
SALADO,tx,bell,SALADO,30.9663,-97.538861
SALADO INT,tx,bexar,SAN ANTONIO,29.363513,-98.400294
SALADO INT,tx,bell,SALADO,30.949608,-97.542832
SALADO J H,tx,bell,SALADO,30.94923,-97.544111
SALAZAR CROSSROADS ACADEMY,tx,nueces,ROBSTOWN,27.798852,-97.671963
SALAZAR DISTRICT ALTERNATIVE EDU,tx,dallas,CARROLLTON,32.97066,-96.875392
SALAZAR EL,tx,jim wells,ALICE,27.740806,-98.065695
SALINAS EL,tx,hidalgo,MISSION,26.314068,-98.309041
SALINAS EL,tx,webb,LAREDO,27.482852,-99.454608
SALLYE R MOORE EL,tx,dallas,GRAND PRAIRIE,32.69319,-97.029666
SALTILLO SCHOOL,tx,hopkins,SALTILLO,33.185328,-95.328479
SALVADOR GARCIA MIDDLE,tx,webb,RIO BRAVO,27.367694,-99.475321
SALVADOR SANCHEZ MIDDLE,tx,el paso,EL PASO,31.657833,-106.282896
SALYERS EL,tx,harris,SPRING,30.071628,-95.416841
SAM FORDYCE EL,tx,hidalgo,SULLIVAN CITY,26.2667,-98.553591
SAM HOUSTON,tx,taylor,ABILENE,32.45394,-99.72398
SAM HOUSTON,tx,tarrant,ARLINGTON,32.702538,-97.075269
SAM HOUSTON EL,tx,brazos,BRYAN,30.670292,-96.297645
SAM HOUSTON EL,tx,navarro,CORSICANA,32.089524,-96.476042
SAM HOUSTON EL,tx,dallas,DALLAS,32.810236,-96.813207
SAM HOUSTON EL,tx,ector,ODESSA,31.877594,-102.38027
SAM HOUSTON EL,tx,harris,HOUSTON,29.78537,-95.160403
SAM HOUSTON EL,tx,cameron,LA FERIA,26.16159,-97.8276
SAM HOUSTON EL,tx,hidalgo,WESLACO,26.16879,-97.986021
SAM HOUSTON ELEMENTARY,tx,maverick,EAGLE PASS,28.662363,-100.44144
SAM HOUSTON MIDDLE,tx,dallas,GARLAND,32.889046,-96.661518
SAM HOUSTON MIDDLE,tx,harrison,MARSHALL,32.540633,-94.335541
SAM HOUSTON STATE UNIVERSITY CHA,tx,harris,CYPRESS,29.88694,-95.719351
SAM JAMISON MIDDLE,tx,brazoria,PEARLAND,29.561393,-95.301664
SAM RAYBURN,tx,brazos,BRYAN,30.679065,-96.34155
SAM RAYBURN,tx,harris,PASADENA,29.678303,-95.182324
SAM RAYBURN EL,tx,dallas,GRAND PRAIRIE,32.702781,-96.989544
SAM RAYBURN EL,tx,fannin,IVANHOE,33.768151,-96.10456
SAM ROSEN EL,tx,tarrant,FORT WORTH,32.79268,-97.36872
SAM TASBY MIDDLE,tx,dallas,DALLAS,32.872057,-96.760334
SAMMONS EL,tx,harris,HOUSTON,29.922224,-95.450279
SAMPSON EL,tx,harris,CYPRESS,29.972572,-95.660888
SAMUEL BECK EL,tx,denton,TROPHY CLUB,33.009009,-97.20781
SAMUEL CLEMENS,tx,guadalupe,SCHERTZ,29.563724,-98.265552
SAMUEL HOUSTON EL,tx,walker,HUNTSVILLE,30.726094,-95.557919
SAN ANGELO SPECIAL PROGS,tx,tom green,SAN ANGELO,31.423608,-100.463748
SAN ANGELO STATE SCHOOL,tx,tom green,WATER VALLEY,31.66791,-100.718524
SAN ANTONIO CAN ACADEMY,tx,bexar,SAN ANTONIO,29.37799,-98.537821
SAN ANTONIO SCHOOL FOR INQUIRY &,tx,bexar,SAN ANTONIO,29.47637,-98.498771
SAN ANTONIO TECHNOLOGY ACADEMY,tx,bexar,SAN ANTONIO,29.468,-98.530268
SAN AUGUSTINE,tx,san augustine,SAN AUGUSTINE,31.535399,-94.099797
SAN AUGUSTINE EL,tx,san augustine,SAN AUGUSTINE,31.52883,-94.102084
